,player_name,0304_salary_adjusted,0405_salary_adjusted,0506_salary_adjusted,0607_salary_adjusted,0708_salary_adjusted,0809_salary_adjusted,0910_salary_adjusted,1011_salary_adjusted,1112_salary_adjusted,1213_salary_adjusted,1314_salary_adjusted,1415_salary_adjusted,1516_salary_adjusted,1617_salary_adjusted,1718_salary_adjusted,1819_salary_adjusted,1920_salary_adjusted,2021_salary_adjusted,2122_salary_adjusted,2223_salary_adjusted,2324_salary,2425_salary_predicted,2526_salary_predicted,2627_salary_predicted
157,Chucky Atkins,"$6,290,761 ","$6,560,391 ","$6,855,524 ","$4,381,138 ","$4,266,496 ","$4,387,485 ","$2,838,818 ",,,,,,,,,,,,,,,,,
158,Tyson Chandler,"$6,136,492 ","$7,499,311 ","$13,711,048 ","$13,362,472 ","$14,577,195 ","$15,369,740 ","$16,279,088 ","$17,128,982 ","$17,206,990 ","$17,566,261 ","$17,893,246","$18,147,033","$16,141,783","$15,263,179","$15,725,512","$15,974,446","$2,966,954",,,,,,,
159,Marcus Fizer,"$6,011,700 ","$1,149,567 ",,,,,,,,,,,,,,,,,,,,,,
160,Jay Williams,"$5,985,708 ","$2,421,957 ",,,,,,,,,,,,,,,,,,,,,,
161,Bruce Bowen,"$5,887,507 ","$4,685,993 ","$5,141,643 ","$5,476,423 ","$5,866,432 ","$5,416,648 ","$2,747,525 ",,,,,,,,,,,,,,,,,
162,Lawrence Funderburke,"$5,806,856 ",,,,,,,,,,,,,,,,,,,,,,,
163,Darko Milicic,"$5,800,082 ","$6,037,809 ","$6,299,769 ","$7,621,168 ","$9,244,074 ","$9,506,218 ","$10,303,220 ","$5,879,591 ","$6,270,232 ","$8,337,860 ",,,,,,,,,,,,,,
164,Moochie Norris,"$5,645,555 ","$6,013,691 ","$6,398,489 ",,,,,,,,,,,,,,,,,,,,,
165,Shawn Bradley,"$5,645,555 ","$6,247,991 ","$6,855,524 ","$7,009,821 ",,,,,,,,,,,,,,,,,,,,
166,Eduardo Najera,"$5,530,340 ","$5,950,468 ","$6,383,980 ","$6,676,019 ","$7,043,103 ","$4,401,027 ","$4,258,664 ","$4,078,329 ","$3,609,994 ",,,,,,,,,,,,,,,
167,Mike Miller,"$5,452,730 ","$9,371,987 ","$10,283,286 ","$11,133,660 ","$11,912,333 ","$12,226,154 ","$13,394,186 ","$6,797,215 ","$7,088,717 ","$7,489,187 ","$9,643,591","$11,601,658","$5,406,413","$4,302,950",,,,,,,,,,
168,Mike Dunleavy,"$5,375,407 ","$5,568,647 ","$6,865,062 ","$10,862,326 ","$11,688,788 ","$12,187,459 ","$13,436,762 ","$14,358,415 ","$4,922,720 ","$4,842,147 ","$3,806,928","$3,729,637","$6,006,606","$5,947,292","$1,935,447",,,,,,,,,
169,Jeff McInnis,"$5,322,952 ","$5,623,192 ","$5,179,729 ","$5,257,366 ","$1,734,458 ",,,,,,,,,,,,,,,,,,,
170,Carmelo Anthony,"$5,208,750 ","$5,422,257 ","$5,657,544 ","$6,855,081 ","$18,546,814 ","$19,514,263 ","$21,677,854 ","$23,313,418 ","$24,309,802 ","$25,114,603 ","$27,270,296","$27,920,565","$28,403,331","$30,193,655","$31,745,891","$2,814,944","$2,497,605","$2,947,918","$2,881,021",,,,,
171,Eddy Curry,"$4,968,346 ","$6,086,171 ","$11,258,294 ","$11,932,911 ","$12,724,885 ","$13,167,850 ","$14,425,089 ","$15,675,182 ","$1,613,674 ","$40,840 ",,,,,,,,,,,,,,
172,Rodney Rogers,"$4,960,991 ","$4,217,394 ",,,,,,,,,,,,,,,,,,,,,,
173,Evan Eschmeyer,"$4,866,897 ","$5,322,749 ","$5,654,131 ",,,,,,,,,,,,,,,,,,,,,
174,Matt Maloney,"$4,849,144 ","$5,056,968 ",,,,,,,,,,,,,,,,,,,,,,
175,Drew Gooden,"$4,846,402 ","$5,020,386 ","$6,194,059 ","$9,704,808 ","$9,177,824 ","$9,683,861 ","$6,181,932 ","$7,830,391 ","$8,173,290 ","$8,625,478 ","$8,999,094","$10,105,439","$4,097,529",,,,,,,,,,,
176,Michael Redd,"$4,839,047 ","$4,685,993 ","$18,281,398 ","$19,364,632 ","$20,649,841 ","$21,368,679 ","$23,408,916 ","$24,877,807 ","$1,717,709 ",,,,,,,,,,,,,,,
177,Derek Fisher,"$4,839,047 ","$7,658,475 ","$8,216,422 ","$8,592,288 ","$15,251,158 ","$6,364,562 ","$6,934,754 ","$5,029,939 ","$4,463,266 ","$1,961,668 ","$1,775,940",,,,,,,,,,,,,
178,Speedy Claxton,"$4,839,047 ","$5,154,593 ","$5,484,419 ","$10,010,238 ","$8,968,433 ","$7,797,019 ","$7,156,553 ",,,,,,,,,,,,,,,,,
179,Lindsey Hunter,"$4,839,047 ","$2,499,196 ","$2,681,271 ","$3,285,853 ","$3,199,872 ","$1,548,447 ","$1,794,759 ",,,,,,,,,,,,,,,,,
180,Jon Barry,"$4,839,047 ","$2,811,596 ","$2,742,209 ",,,,,,,,,,,,,,,,,,,,,
181,Chris Crawford,"$4,839,047 ","$5,076,493 ",,,,,,,,,,,,,,,,,,,,,,
182,Eric Montross,"$4,774,526 ",,,,,,,,,,,,,,,,,,,,,,,
183,Hubert Davis,"$4,768,477 ",,,,,,,,,,,,,,,,,,,,,,,
184,Bobby Jackson,"$4,718,071 ","$4,920,293 ","$5,141,643 ","$7,680,135 ","$8,063,677 ","$8,785,652 ",,,,,,,,,,,,,,,,,,
185,Othella Harrington,"$4,718,071 ","$4,920,293 ","$5,332,074 ","$3,212,834 ","$3,379,064 ",,,,,,,,,,,,,,,,,,,
186,Tony Delk,"$4,718,071 ","$4,217,394 ","$5,141,643 ",,,,,,,,,,,,,,,,,,,,,
187,Aaron Williams,"$4,718,071 ","$5,920,373 ","$5,141,643 ","$2,555,664 ","$2,687,892 ",,,,,,,,,,,,,,,,,,,
188,Chris Bosh,"$4,696,005 ","$4,888,616 ","$5,100,510 ","$6,185,028 ","$17,713,069 ","$19,514,263 ","$21,677,854 ","$19,711,923 ","$21,033,142 ","$22,654,792 ","$24,196,202","$25,665,376","$27,556,173","$29,187,601","$30,591,432","$31,558,169",,,,,,,,
189,Chris Mihm,"$4,531,758 ","$5,266,108 ","$5,778,166 ","$6,154,391 ","$3,555,413 ","$3,385,405 ",,,,,,,,,,,,,,,,,,
190,Michael Curry,"$4,516,444 ","$1,320,078 ",,,,,,,,,,,,,,,,,,,,,,
191,George Lynch,"$4,516,444 ","$4,685,993 ","$4,875,039 ",,,,,,,,,,,,,,,,,,,,,
192,Jason Richardson,"$4,499,152 ","$5,520,128 ","$13,541,775 ","$14,603,793 ","$15,801,835 ","$17,149,563 ","$18,316,835 ","$19,636,398 ","$7,082,153 ","$7,488,703 ","$7,873,045","$8,206,601",,,,,,,,,,,,
193,Nikoloz Tskitishvili,"$4,388,628 ","$4,546,351 ","$1,135,347 ",,,,,,,,,,,,,,,,,,,,,
194,Pat Garrity,"$4,264,410 ","$4,588,368 ","$4,922,647 ","$5,147,837 ","$5,430,894 ",,,,,,,,,,,,,,,,,,,
195,Greg Buckner,"$4,258,361 ","$4,135,895 ","$5,478,212 ","$7,567,793 ","$8,291,223 ","$5,430,197 ","$1,373,762 ",,,,,,,,,,,,,,,,,
196,Dwyane Wade,"$4,252,554 ","$4,426,951 ","$4,618,978 ","$5,609,964 ","$18,546,814 ","$19,514,263 ","$21,677,854 ","$19,304,091 ","$20,597,974 ","$21,982,056 ","$23,521,741","$18,648,187","$24,833,513","$28,522,414","$21,626,997","$2,814,944",,,,,,,,
197,Wang Zhizhi,"$4,227,621 ","$1,163,760 ",,,,,,,,,,,,,,,,,,,,,,
198,Pau Gasol,"$4,223,512 ","$6,745,458 ","$16,747,284 ","$18,056,132 ","$19,533,441 ","$20,455,974 ","$22,601,144 ","$24,229,353 ","$24,566,539 ","$24,533,545 ","$24,473,283","$8,861,618","$9,248,944","$19,055,923","$19,354,477","$20,146,834",,,,,,,,
199,John Amaechi,"$4,209,971 ","$1,874,397 ",,,,,,,,,,,,,,,,,,,,,,
200,Jamal Crawford,"$4,158,253 ","$8,997,107 ","$9,871,955 ","$10,514,732 ","$11,263,549 ","$11,699,961 ","$12,858,418 ","$14,681,984 ","$6,563,626 ","$6,456,196 ","$6,630,400","$6,775,508","$7,046,509","$16,293,443","$18,472,350","$5,524,457","$335,249",,,,,,,
201,Shane Battier,"$4,086,478 ","$5,017,765 ","$7,469,474 ","$7,876,264 ","$8,367,452 ","$8,732,856 ","$9,429,781 ","$9,998,023 ","$3,938,176 ","$4,048,035 ","$4,149,551",,,,,,,,,,,,,
202,Andrew DeClercq,"$4,032,539 ","$3,904,994 ",,,,,,,,,,,,,,,,,,,,,,
203,Predrag Drobnjak,"$4,032,539 ","$3,983,094 ",,,,,,,,,,,,,,,,,,,,,,
204,Eric Piatkowski,"$4,032,539 ","$4,295,494 ","$4,570,349 ","$1,720,835 ","$1,734,458 ",,,,,,,,,,,,,,,,,,,
205,Earl Boykins,"$4,032,539 ","$3,904,994 ","$4,189,487 ","$4,308,119 ","$758,827 ",,"$1,636,398 ","$1,838,213 ",,,,,,,,,,,,,,,,
206,Lucious Harris,"$4,032,539 ","$3,904,994 ",,,,,,,,,,,,,,,,,,,,,,
207,Darrell Armstrong,"$3,992,214 ","$3,553,545 ","$1,734,447 ","$1,720,835 ","$1,734,458 ",,,,,,,,,,,,,,,,,,,
208,Dajuan Wagner,"$3,986,213 ","$4,129,297 ",,"$1,126,435 ",,,,,,,,,,,,,,,,,,,,
209,Kevin Ollie,"$3,965,599 ","$4,224,188 ","$4,494,481 ","$4,667,445 ","$4,894,951 ","$1,709,325 ","$1,794,759 ",,,,,,,,,,,,,,,,,
210,Ira Newble,"$3,965,599 ","$4,224,188 ","$4,494,481 ","$4,667,445 ","$4,894,951 ",,,,,,,,,,,,,,,,,,,
211,Stacey Augmon,"$3,871,237 ","$1,718,197 ","$1,734,447 ",,,,,,,,,,,,,,,,,,,,,
212,Chris Kaman,"$3,862,527 ","$4,020,957 ","$4,195,215 ","$5,099,306 ","$12,230,622 ","$12,864,540 ","$14,287,132 ","$16,041,427 ","$18,417,537 ","$10,329,913 ","$4,039,150","$5,967,420","$6,208,378",,,,,,,,,,,
213,Joel Przybilla,"$3,828,184 ","$2,342,996 ","$2,376,581 ","$7,615,879 ","$8,195,334 ","$8,544,966 ","$9,420,886 ","$10,067,083 ","$1,503,106 ","$1,745,989 ",,,,,,,,,,,,,,
214,Eddie Griffin,"$3,730,518 ","$1,085,660 ","$3,808,624 ","$3,943,024 ","$4,124,279 ",,,,,,,,,,,,,,,,,,,
215,Cory Alexander,"$3,714,417 ",,,,,,,,,,,,,,,,,,,,,,,
216,Keyon Dooling,"$3,639,679 ","$1,163,760 ","$4,722,694 ","$4,889,350 ","$5,114,106 ","$4,468,735 ","$4,896,090 ","$2,718,886 ","$2,948,906 ","$1,900,046 ",,,,,,,,,,,,,,
217,Etan Thomas,"$3,550,154 ","$7,658,475 ","$8,216,422 ","$8,592,288 ","$9,064,739 ","$9,295,240 ","$10,097,155 ","$1,662,824 ",,,,,,,,,,,,,,,,
218,Antonio Daniels,"$3,548,634 ","$3,436,395 ","$7,617,249 ","$7,886,049 ","$8,248,559 ","$8,395,805 ","$8,055,167 ",,,,,,,,,,,,,,,,,
219,Jim Jackson,"$3,548,634 ","$3,780,034 ","$4,021,907 ",,,,,,,,,,,,,,,,,,,,,
220,Kirk Hinrich,"$3,525,923 ","$3,670,445 ","$3,829,770 ","$4,662,448 ","$15,999,360 ","$13,541,621 ","$13,050,745 ","$12,234,987 ","$10,633,075 ","$5,088,773 ","$5,150,774","$3,393,970","$3,563,609",,,,,,,,,,,
221,Courtney Alexander,"$3,497,329 ","$123,443 ",,,,,,,,,,,,,,,,,,,,,,
222,Bimbo Coles,"$3,419,592 ",,,,,,,,,,,,,,,,,,,,,,,
223,DeSagana Diop,"$3,417,722 ","$4,209,840 ","$2,818,382 ","$2,917,838 ","$3,051,966 ","$7,562,995 ","$8,286,261 ","$8,807,287 ","$9,091,148 ","$9,519,273 ",,,,,,,,,,,,,,
224,Nenê,"$3,391,914 ","$3,530,552 ","$4,631,118 ","$11,683,035 ","$12,571,941 ","$13,108,290 ","$14,451,983 ","$15,443,272 ","$17,065,430 ","$16,786,110 ","$16,496,689","$16,161,762","$16,141,783","$3,562,842","$4,206,695","$4,293,733",,,,,,,,
225,Troy Hudson,"$3,387,333 ","$7,658,475 ","$8,002,682 ","$8,182,506 ","$10,200,608 ",,,,,,,,,,,,,,,,,,,
226,Chris Wilcox,"$3,333,716 ","$3,453,389 ","$4,284,305 ","$9,127,371 ","$9,244,074 ","$9,140,594 ","$4,121,288 ","$4,078,329 ","$3,938,176 ","$1,745,989 ",,,,,,,,,,,,,,
227,TJ Ford,"$3,230,354 ","$3,362,669 ","$3,508,565 ","$4,278,133 ","$11,377,322 ","$10,833,297 ","$11,676,983 ","$11,555,265 ","$1,504,825 ",,,,,,,,,,,,,,,
228,Hidayet Turkoglu,"$3,218,952 ","$7,658,475 ","$8,216,422 ","$8,592,288 ","$9,064,739 ","$9,295,240 ","$12,363,864 ","$13,887,866 ","$14,460,785 ","$15,257,089 ","$8,439,146","$1,800,780",,,,,,,,,,,,
229,Rodney White,"$3,141,509 ","$2,808,230 ",,,,,,,,,,,,,,,,,,,,,,
230,Marko Jaric,"$3,105,055 ","$3,280,195 ","$7,617,249 ","$8,068,596 ","$8,604,100 ","$8,903,616 ","$9,753,715 ","$10,365,753 ",,,,,,,,,,,,,,,,
231,Amare Stoudemire,"$3,064,278 ","$3,174,292 ","$3,944,246 ","$18,189,026 ","$19,572,942 ","$20,407,969 ","$22,499,932 ","$22,412,608 ","$23,914,843 ","$25,758,672 ","$27,511,266","$27,222,199","$1,861,504",,,,,,,,,,,
232,Desmond Mason,"$3,062,007 ","$10,199,268 ","$11,171,965 ","$11,737,124 ","$7,110,826 ","$7,177,059 ","$105,573 ",,,,,,,,,,,,,,,,,
233,Joe Johnson,"$2,984,337 ","$3,684,681 ","$18,281,398 ","$18,611,352 ","$19,182,702 ","$19,273,204 ","$20,574,506 ","$22,192,227 ","$23,679,692 ","$25,505,390 ","$27,240,752","$28,818,648","$27,700,968","$13,523,558","$12,404,893",,,,"$165,575",,,,,
234,Mike Sweetney,"$2,969,239 ","$3,091,068 ","$3,225,021 ","$3,938,579 ",,,,,,,,,,,,,,,,,,,,
235,Quentin Richardson,"$2,912,679 ","$9,059,587 ","$10,572,742 ","$10,990,085 ","$11,527,361 ","$11,761,575 ","$12,847,978 ","$3,079,138 ","$3,211,713 ","$3,495,306 ","$5,339,986",,,,,,,,,,,,,
236,Caron Butler,"$2,910,977 ","$3,015,718 ","$3,750,150 ","$10,862,302 ","$11,688,762 ","$12,525,973 ","$13,436,731 ","$14,358,382 ","$10,501,803 ","$10,329,913 ","$10,642,891","$5,594,456","$1,861,504","$1,907,631",,,,,,,,,,
237,Nate Huffman,"$2,838,907 ","$1,999,357 ",,,,,,,,,,,,,,,,,,,,,,
238,Kedrick Brown,"$2,835,101 ","$3,643,185 ",,,,,,,,,,,,,,,,,,,,,,
239,Jarvis Hayes,"$2,820,777 ","$2,936,431 ","$3,063,779 ","$3,744,598 ","$1,706,598 ","$2,586,449 ","$2,833,797 ",,,,,,,,,,,,,,,,,
240,Jamaal Magloire,"$2,785,308 ","$13,329,048 ","$13,000,105 ","$12,315,868 ","$5,688,661 ","$1,546,233 ","$1,688,663 ","$1,671,102 ","$1,775,042 ",,,,,,,,,,,,,,,
241,Jared Jeffries,"$2,765,418 ","$2,864,829 ","$3,707,808 ","$7,615,879 ","$8,009,919 ","$8,191,868 ","$8,883,573 ","$9,358,133 ","$1,613,674 ","$1,904,714 ",,,,,,,,,,,,,,
242,Samaki Walker,"$2,742,126 ","$1,554,259 ","$554,875 ",,,,,,,,,,,,,,,,,,,,,
243,Corie Blount,"$2,709,866 ",,,,,,,,,,,,,,,,,,,,,,,
244,Vladimir Radmanovic,"$2,693,413 ","$3,594,132 ","$4,823,478 ","$7,615,879 ","$8,009,919 ","$8,191,868 ","$8,883,573 ","$9,358,133 ","$1,775,042 ","$1,745,989 ",,,,,,,,,,,,,,
245,Morris Peterson,"$2,655,151 ","$6,872,790 ","$6,931,696 ","$6,644,726 ","$7,617,117 ","$7,572,799 ","$8,535,132 ","$9,060,687 ",,,,,,,,,,,,,,,,
246,Melvin Ely,"$2,627,215 ","$2,721,625 ","$3,657,844 ","$4,824,820 ","$1,273,322 ","$1,351,992 ",,"$1,662,824 ",,,"$94,499",,,,,,,,,,,,,
247,DeShawn Stevenson,"$2,606,773 ","$3,904,994 ","$4,189,487 ","$1,361,095 ","$1,470,419 ","$4,896,747 ","$5,339,716 ","$5,644,116 ","$3,281,813 ","$2,892,956 ",,,,,,,,,,,,,,
248,Jerome Moiso,"$2,580,825 ","$2,749,116 ",,,,,,,,,,,,,,,,,,,,,,
249,Cezary Trybanski,"$2,580,825 ","$2,655,396 ",,,,,,,,,,,,,,,,,,,,,,
250,Dalibor Bagaric,"$2,579,334 ",,,,,,,,,,,,,,,,,,,,,,,
251,Richard Jefferson,"$2,558,694 ","$3,540,727 ","$15,539,188 ","$16,356,250 ","$17,350,417 ","$17,874,940 ","$19,507,430 ","$11,419,321 ","$12,184,717 ","$13,124,155 ","$14,017,110","$1,800,780","$1,861,504","$3,073,536","$5,841,002",,,,,,,,,
252,Iakovos Tsakalidis,"$2,549,697 ","$4,529,793 ","$4,418,004 ","$4,235,100 ",,,,,,,,,,,,,,,,,,,,
253,Nick Collison,"$2,545,726 ","$3,076,636 ","$2,765,061 ","$3,652,511 ","$8,177,450 ","$8,598,929 ","$8,586,016 ","$18,012,620 ","$4,296,546 ","$3,782,468 ","$3,281,150","$2,787,286","$4,656,283","$4,610,304","$2,816,865",,,,,,,,,
254,Marcus Haislip,"$2,495,787 ","$3,087,101 ",,,,,"$1,134,036 ",,,,,,,,,,,,,,,,,
255,Gordan Giricek,"$2,484,044 ","$6,247,991 ","$6,093,799 ","$5,841,517 ","$5,688,661 ",,,,,,,,,,,,,,,,,,,
256,Michael Doleac,"$2,484,044 ","$3,748,794 ","$4,021,907 ","$4,205,892 ","$4,437,155 ",,,,,,,,,,,,,,,,,,,
257,Stanislav Medvedenko,"$2,484,044 ","$4,685,993 ","$4,570,349 ","$912,929 ",,,,,,,,,,,,,,,,,,,,
258,Mickael Pietrus,"$2,464,601 ","$2,789,665 ","$2,910,581 ","$3,702,441 ","$4,936,008 ","$7,177,059 ","$7,280,942 ","$7,205,048 ","$8,563,125 ","$1,297,819 ",,,,,,,,,,,,,,
259,Malik Allen,"$2,435,653 ","$3,046,872 ","$2,544,161 ","$2,633,940 ","$1,419,887 ","$1,760,410 ","$1,785,891 ","$1,671,102 ",,,,,,,,,,,,,,,,
260,Troy Murphy,"$2,430,750 ","$3,486,079 ","$11,220,328 ","$12,100,286 ","$13,092,950 ","$13,713,578 ","$15,176,807 ","$16,270,158 ","$1,775,042 ","$292,619 ",,,,,,,,,,,,,,
261,Fred Jones,"$2,429,201 ","$2,456,210 ","$3,547,875 ","$4,527,176 ","$4,693,145 ","$843,007 ",,,,,,,,,,,,,,,,,,
262,Jake Voskuhl,"$2,419,523 ","$2,635,871 ","$2,951,684 ","$2,920,758 ","$4,266,496 ","$1,118,745 ",,,,,,,,,,,,,,,,,,
263,Tyronn Lue,"$2,419,523 ","$2,499,196 ","$5,332,074 ","$5,111,328 ","$4,977,578 ","$3,046,864 ",,,,,,,,,,,,,,,,,,
264,Erick Strickland,"$2,419,523 ","$2,577,296 ",,,,,,,,,,,,,,,,,,,,,,
265,Brian Skinner,"$2,419,523 ","$7,028,990 ","$7,541,076 ","$7,886,049 ","$1,576,780 ","$1,709,325 ","$1,794,759 ","$367,642 ","$85,912 ",,,,,,,,,,,,,,,
266,Karl Malone,"$2,419,523 ",,,,,,,,,,,,,,,,,,,,,,,
267,Mark Jackson,"$2,419,523 ",,,,,,,,,,,,,,,,,,,,,,,
268,Jumaine Jones,"$2,419,523 ","$2,635,871 ","$2,856,468 ","$1,458,870 ",,,,,,,,,,,,,,,,,,,,
269,Marcus Banks,"$2,418,555 ","$2,517,690 ","$2,626,854 ","$5,363,118 ","$5,640,602 ","$5,768,730 ","$6,255,831 ","$6,590,016 ",,,,,,,,,,,,,,,,
270,Manu Ginobili,"$2,350,970 ","$10,314,653 ","$11,317,613 ","$12,054,520 ","$12,912,992 ","$13,413,312 ","$14,737,904 ","$16,115,631 ","$17,040,538 ","$18,216,147 ","$8,882,832","$8,702,487","$3,494,075","$17,211,801","$3,024,137","$2,939,721",,,,,,,,
271,Steven Hunter,"$2,309,193 ","$2,686,707 ","$4,265,659 ","$4,416,187 ","$4,619,193 ","$5,230,586 ","$5,077,426 ",,,,,,,,,,,,,,,,,
272,Luke Ridnour,"$2,297,579 ","$2,391,731 ","$2,495,410 ","$3,542,702 ","$9,244,074 ","$8,802,054 ","$8,929,457 ","$5,437,772 ","$4,830,829 ","$5,164,956 ","$5,481,976","$3,418,834",,,,,,,,,,,,
273,Bostjan Nachbar,"$2,252,479 ","$2,333,437 ","$3,808,624 ","$3,650,948 ","$3,555,413 ",,,,,,,,,,,,,,,,,,,
274,Kirk Haston,"$2,193,830 ",,,,,,,,,,,,,,,,,,,,,,,
275,Reece Gaines,"$2,182,603 ","$2,272,144 ","$2,370,731 ",,,,,,,,,,,,,,,,,,,,,
276,Earl Watson,"$2,155,795 ","$2,277,392 ","$7,617,249 ","$7,886,049 ","$8,248,559 ","$8,395,805 ","$12,913,368 ","$1,671,102 ","$2,625,450 ","$2,582,478 ","$1,775,940",,,,,,,,,,,,,
277,Jiri Welsch,"$2,139,826 ","$2,216,849 ","$3,316,724 ",,,,,,,,,,,,,,,,,,,,,
278,Bryce Drew,"$2,096,920 ",,,,,,,,,,,,,,,,,,,,,,,
279,Michael Bradley,"$2,084,080 ","$1,124,710 ","$1,248,543 ",,,,,,,,,,,,,,,,,,,,,
280,Troy Bell,"$2,073,435 ","$2,158,556 ","$2,252,085 ",,,,,,,,,,,,,,,,,,,,,
281,Juan Dixon,"$2,032,980 ","$2,105,885 ","$3,808,624 ","$3,723,967 ","$3,626,521 ","$1,351,992 ",,,,,,,,,,,,,,,,,,
282,Jarron Collins,"$2,016,269 ","$2,655,396 ","$2,589,864 ","$3,834,515 ","$3,342,088 ","$2,808,941 ","$1,623,516 ","$874,870 ",,,,,,,,,,,,,,,,
283,Ryan Bowen,"$2,016,269 ","$1,260,604 ","$1,371,863 ","$1,458,870 ","$1,470,419 ","$1,546,233 ","$287,929 ",,,,,,,,,,,,,,,,,
284,Jason Collins,"$1,979,944 ","$2,948,839 ","$8,378,974 ","$8,470,201 ","$8,675,208 ","$8,395,805 ","$1,623,516 ","$1,838,213 ","$1,775,042 ","$1,745,989 ","$553,674",,,,,,,,,,,,,
285,Zarko Cabarkapa,"$1,969,879 ","$2,050,590 ","$2,139,472 ","$3,150,180 ",,,,,,,,,,,,,,,,,,,,
286,Daniel Santiago,"$1,935,618 ","$2,061,837 ",,,,,,,,,,,,,,,,,,,,,,
287,Voshon Lenard,"$1,935,618 ","$5,076,493 ","$5,362,543 ",,,,,,,,,,,,,,,,,,,,,
288,Walter McCarty,"$1,935,618 ","$2,089,172 ","$1,576,770 ",,,,,,,,,,,,,,,,,,,,,
289,Curtis Borchardt,"$1,915,036 ","$2,000,731 ","$3,001,185 ",,,,,,,,,,,,,,,,,,,,,
290,Zach Randolph,"$1,890,712 ","$2,349,669 ","$16,250,132 ","$17,524,553 ","$18,962,204 ","$19,861,045 ","$21,980,203 ","$24,016,825 ","$19,953,425 ","$21,305,447 ","$22,587,774","$20,513,006","$12,416,756","$12,294,144","$14,888,059","$13,748,852",,,,,,,,
291,Chris Childs,"$1,881,852 ",,,,,,,,,,,,,,,,,,,,,,,
292,David West,"$1,871,356 ","$1,948,061 ","$2,032,525 ","$2,996,608 ","$15,146,061 ","$13,355,424 ","$12,466,896 ","$11,266,384 ","$13,127,253 ","$12,912,392 ","$15,227,713","$14,918,550","$1,861,504","$1,907,631","$2,816,865",,,,,,,,,
293,Ryan Humphrey,"$1,844,257 ","$1,910,573 ",,,,,,,,,,,,,,,,,,,,,,
294,Jeryl Sasser,"$1,815,818 ",,,,,,,,,,,,,,,,,,,,,,,
295,Brendan Haywood,"$1,815,223 ","$2,710,542 ","$6,093,799 ","$6,571,707 ","$7,110,826 ","$7,447,892 ","$8,242,576 ","$9,380,156 ","$10,008,874 ","$10,780,555 ","$8,976,102","$12,180,996",,,,,,,,,,,,
296,Aleksandar Pavlovic,"$1,787,156 ","$1,860,339 ","$1,941,118 ","$2,865,565 ","$6,044,202 ","$6,093,729 ","$3,777,847 ","$275,007 ","$1,605,681 ","$1,591,727 ",,,,,,,,,,,,,,
297,Mehmet Okur,"$1,774,317 ","$11,714,984 ","$12,568,461 ","$12,048,130 ","$12,088,405 ","$11,510,378 ","$12,363,864 ","$13,519,660 ","$14,295,579 ",,,,,,,,,,,,,,,
298,Kareem Rush,"$1,770,510 ","$1,834,097 ","$4,570,349 ",,"$1,215,890 ","$1,254,872 ","$734,833 ",,,,,,,,,,,,,,,,,
299,Joseph Forte,"$1,742,637 ",,,,,,,,,,,,,,,,,,,,,,,
300,Chris Whitney,"$1,725,926 ",,,,,,,,,,,,,,,,,,,,,,,
301,Kevin Willis,"$1,725,926 ","$2,030,597 ",,,,,,,,,,,,,,,,,,,,,,
302,Tony Massenburg,"$1,725,926 ","$1,718,197 ",,,,,,,,,,,,,,,,,,,,,,
303,Anthony Peeler,"$1,725,926 ","$2,499,196 ",,,,,,,,,,,,,,,,,,,,,,
304,Scott Williams,"$1,725,926 ","$2,499,196 ",,,,,,,,,,,,,,,,,,,,,,
305,Steve Smith,"$1,725,926 ","$1,718,197 ",,,,,,,,,,,,,,,,,,,,,,
306,Sean Rooks,"$1,725,926 ",,,,,,,,,,,,,,,,,,,,,,,
307,Horace Grant,"$1,725,926 ",,,,,,,,,,,,,,,,,,,,,,,
308,Bryon Russell,"$1,725,926 ","$1,718,197 ","$1,734,447 ",,,,,,,,,,,,,,,,,,,,,
309,Olden Polynice,"$1,725,926 ",,,,,,,,,,,,,,,,,,,,,,,
310,Kenny Anderson,"$1,725,926 ","$1,718,197 ",,,,,,,,,,,,,,,,,,,,,,
311,Popeye Jones,"$1,725,926 ",,,,,,,,,,,,,,,,,,,,,,,
312,Calbert Cheaney,"$1,725,926 ","$2,499,196 ","$2,681,271 ",,,,,,,,,,,,,,,,,,,,,
313,Kendall Gill,"$1,725,926 ","$1,424,846 ",,,,,,,,,,,,,,,,,,,,,,
314,Dahntay Jones,"$1,715,732 ","$1,785,925 ","$1,863,422 ","$2,754,440 ","$1,071,981 ","$1,254,872 ","$3,434,406 ","$3,398,607 ","$3,544,358 ","$3,744,593 ",,"$896,566",,"$29,532",,,,,,,,,,
315,Qyntel Woods,"$1,699,666 ","$1,760,808 ","$913,817 ",,,,,,,,,,,,,,,,,,,,,
316,Boris Diaw,"$1,647,018 ","$1,714,511 ","$1,788,834 ","$2,731,641 ","$12,799,488 ","$12,187,459 ","$12,363,864 ","$12,234,987 ","$11,814,528 ","$5,810,576 ","$5,967,360","$9,945,700","$9,312,567","$8,605,900",,,,,,,,,,
317,Casey Jacobsen,"$1,631,726 ","$1,690,331 ",,"$45,636 ","$1,175,091 ",,,,,,,,,,,,,,,,,,,
318,Monty Williams,"$1,613,015 ",,,,,,,,,,,,,,,,,,,,,,,
319,Stephen Jackson,"$1,613,015 ","$7,966,189 ","$8,546,553 ","$8,937,522 ","$9,428,956 ","$9,668,718 ","$10,509,284 ","$11,491,711 ","$12,151,242 ","$12,989,866 ","$302,954",,,,,,,,,,,,,
